wavelength_m,real_chi_or_n,imag_chi_or_n
4.716465822807807353e-07,1.000497610128309400e+00,4.001388029057362516e-08
4.726143655500354026e-07,1.000497711804893219e+00,3.955663758982881354e-08
4.735821488192900169e-07,1.000497718820933413e+00,4.021369057641482678e-08
4.745499320885446313e-07,1.000497719572253752e+00,4.194146533588241594e-08
4.755177153577992456e-07,1.000497778167194651e+00,4.507096583360180966e-08
4.764854986270538600e-07,1.000496536366464628e+00,4.905960163895432655e-08
4.774532818963085802e-07,1.000496641354797100e+00,5.493360548997033489e-08
4.784210651655631945e-07,1.000496646437340820e+00,6.067696292183816148e-08
4.793888484348178089e-07,1.000496646187870597e+00,6.772995287468752370e-08
4.803566317040724232e-07,1.000496629492247047e+00,7.383536902885206067e-08
4.813244149733270376e-07,1.000496170162620269e+00,7.869569399118161323e-08
4.822921982425816519e-07,1.000495597425518746e+00,8.157285876525253791e-08
4.832599815118362663e-07,1.000495574859816550e+00,8.212413246734147237e-08
4.842277647810908806e-07,1.000495574086557982e+00,8.002562257938343663e-08
4.851955480503454950e-07,1.000495569834386478e+00,7.761739040972807231e-08
4.861633313196001093e-07,1.000495388582812506e+00,7.500800835071848667e-08
4.871311145888547237e-07,1.000494531980175683e+00,7.378302974743161914e-08
4.880988978581093380e-07,1.000494503389135703e+00,7.373309638584180476e-08
4.890666811273639523e-07,1.000494501370634337e+00,7.580303584394486544e-08
4.900344643966185667e-07,1.000494501780498480e+00,7.873560403002188232e-08
4.910022476658731810e-07,1.000494508600528798e+00,8.151050959367485786e-08
4.919700309351277954e-07,1.000494582725908632e+00,8.398153796791845061e-08
4.929378142043825156e-07,1.000493410147275775e+00,8.503439984203904988e-08
4.939055974736371300e-07,1.000493428221578940e+00,8.570237996187537536e-08
4.948733807428917443e-07,1.000493428542526875e+00,8.671127110805790392e-08
4.958411640121463586e-07,1.000493428179230371e+00,8.911558308706715008e-08
4.968089472814009730e-07,1.000493421021775076e+00,9.337392564327874045e-08
4.977767305506555873e-07,1.000493286927925496e+00,9.933318921286304987e-08
4.987445138199103076e-07,1.000492380619212529e+00,1.066007575360488453e-07
4.997122970891649219e-07,1.000492357735793369e+00,1.150989067261869489e-07
5.006800803584195363e-07,1.000492356007021133e+00,1.241837492660868886e-07
5.016478636276741506e-07,1.000492356124149440e+00,1.339114445635619462e-07
5.026156468969287650e-07,1.000492359499080441e+00,1.437787501198388827e-07
5.035834301661833793e-07,1.000492404067746088e+00,1.523985202288259171e-07
5.045512134354379936e-07,1.000491191848259298e+00,1.589643775797817284e-07
5.055189967046926080e-07,1.000491277094430087e+00,1.632249357498880719e-07
5.064867799739472223e-07,1.000491282799742532e+00,1.641661994687641495e-07
5.074545632432018367e-07,1.000491283131152098e+00,1.631583333450325724e-07
5.084223465124564510e-07,1.000491283013525745e+00,1.604024921009258490e-07
5.093901297817110654e-07,1.000491283785391872e+00,1.579513609828861711e-07
5.103579130509656797e-07,1.000491328816141445e+00,1.562826734372851817e-07
5.113256963202202941e-07,1.000490177877002784e+00,1.559724555926289025e-07
5.122934795894749084e-07,1.000490206781029734e+00,1.571390219745305288e-07
5.132612628587295228e-07,1.000490210117358281e+00,1.603199780372116614e-07
5.142290461279842430e-07,1.000490210316293149e+00,1.646227140970330497e-07
5.151968293972388573e-07,1.000490208466571884e+00,1.687381754327446707e-07
5.161646126664934717e-07,1.000490186768025369e+00,1.720407082084316453e-07
5.171323959357480860e-07,1.000489952394936655e+00,1.754500480017965451e-07
5.181001792050027004e-07,1.000489158833169467e+00,1.787437402561914797e-07
5.190679624742573147e-07,1.000489138138473733e+00,1.821313776805770459e-07
5.200357457435120349e-07,1.000489137714314358e+00,1.863858535359374475e-07
5.210035290127666493e-07,1.000489137852230259e+00,1.908631297175977611e-07
5.219713122820212636e-07,1.000489138417145041e+00,1.972315070639769681e-07
5.229390955512758780e-07,1.000489144859088908e+00,2.048322235814661805e-07
5.239068788205304923e-07,1.000489201741582290e+00,2.132526251368768186e-07
5.248746620897851067e-07,1.000488004888782312e+00,2.227392450871228796e-07
5.258424453590397210e-07,1.000488068746817616e+00,2.329322403744201755e-07
5.268102286282943354e-07,1.000488066282877453e+00,2.435005207771697859e-07
5.277780118975489497e-07,1.000488065307368446e+00,2.540929233769929602e-07
5.287457951668035641e-07,1.000488065207721267e+00,2.646221805669169446e-07
5.297135784360581784e-07,1.000488065347279409e+00,2.744011371816765670e-07
5.306813617053127927e-07,1.000488064595899784e+00,2.832278560007639514e-07
5.316491449745674071e-07,1.000488036751217891e+00,2.907068624933310859e-07
5.326169282438220214e-07,1.000487513699846565e+00,2.960325717830220786e-07
5.335847115130766358e-07,1.000487022161449691e+00,2.994369809108611052e-07
5.345524947823312501e-07,1.000486993095302424e+00,3.011820200692263845e-07
5.355202780515859704e-07,1.000486992266999664e+00,3.013157869623125044e-07
5.364880613208405847e-07,1.000486992446470769e+00,3.012796786981852290e-07
5.374558445900951990e-07,1.000486992395680064e+00,3.017868749972403113e-07
5.384236278593498134e-07,1.000486992329561620e+00,3.032934660858100337e-07
5.393914111286044277e-07,1.000486999505306729e+00,3.067145117696729817e-07
5.403591943978591480e-07,1.000487100247958949e+00,3.114570795297314436e-07
5.413269776671137623e-07,1.000485819971334900e+00,3.172264266080046912e-07
5.422947609363683767e-07,1.000485923065315141e+00,3.239252717519975058e-07
5.432625442056229910e-07,1.000485921416845780e+00,3.305579589554371446e-07
5.442303274748776054e-07,1.000485919985696137e+00,3.367258808525196646e-07
5.451981107441322197e-07,1.000485919826404224e+00,3.422668154966193287e-07
5.461658940133868340e-07,1.000485919861111572e+00,3.469067417277303262e-07
5.471336772826414484e-07,1.000485920308000765e+00,3.513696969136676112e-07
5.481014605518960627e-07,1.000485921327051608e+00,3.553236618396409176e-07
5.490692438211506771e-07,1.000485893340224752e+00,3.589805048478503647e-07
5.500370270904052914e-07,1.000485461427166323e+00,3.627053553483961738e-07
5.510048103596599058e-07,1.000484862295869748e+00,3.665157005603553293e-07
5.519725936289145201e-07,1.000484843080434949e+00,3.708406298174627717e-07
5.529403768981691345e-07,1.000484846549474005e+00,3.750786844739740526e-07
5.539081601674237488e-07,1.000484847142763645e+00,3.801938767718402938e-07
5.548759434366783632e-07,1.000484847150114875e+00,3.862754026614912656e-07
5.558437267059329775e-07,1.000484847054696314e+00,3.928351339910339906e-07
5.568115099751876977e-07,1.000484847332049343e+00,4.000634913476092006e-07
5.577792932444423121e-07,1.000484855273394924e+00,4.093947521354717707e-07
5.587470765136969264e-07,1.000484886972925924e+00,4.190479266163348727e-07
5.597148597829515408e-07,1.000483964253802371e+00,4.302488957811731112e-07
5.606826430522061551e-07,1.000483805774972090e+00,4.413517546801697609e-07
5.616504263214608753e-07,1.000483774367477929e+00,4.526725441087565488e-07
5.626182095907154897e-07,1.000483773986185598e+00,4.632069004540639305e-07
5.635859928599701040e-07,1.000483774451174757e+00,4.736881806158294453e-07
5.645537761292247184e-07,1.000483774487944899e+00,4.819643624710102495e-07
5.655215593984793327e-07,1.000483774476372156e+00,4.899667545741179426e-07
5.664893426677339471e-07,1.000483774503392764e+00,4.974408990859121346e-07
5.674571259369885614e-07,1.000483775004925580e+00,5.045109233365600934e-07
5.684249092062431758e-07,1.000483774842877205e+00,5.113217065543999482e-07
5.693926924754977901e-07,1.000483743937781611e+00,5.180588502293431492e-07
5.703604757447524045e-07,1.000483665966801494e+00,5.248090453188413355e-07
5.713282590140070188e-07,1.000482626548124143e+00,5.314323018657910977e-07
5.722960422832616331e-07,1.000482694828744856e+00,5.373221240393715988e-07
5.732638255525162475e-07,1.000482702927385281e+00,5.415233728435708033e-07
5.742316088217708618e-07,1.000482701965035748e+00,5.437637687131617756e-07
5.751993920910254762e-07,1.000482701795269547e+00,5.440451615426453320e-07
5.761671753602800905e-07,1.000482701808571129e+00,5.432725928489505762e-07
5.771349586295347049e-07,1.000482701814574105e+00,5.403520843395874535e-07
5.781027418987893192e-07,1.000482701841085786e+00,5.367485072421716654e-07
5.790705251680439336e-07,1.000482701707132938e+00,5.325929794731873723e-07
5.800383084372987597e-07,1.000482700298473970e+00,5.283980780977709050e-07
5.810060917065533740e-07,1.000482707582661668e+00,5.244263993050163047e-07
5.819738749758079884e-07,1.000482777431432435e+00,5.204758871393474235e-07
5.829416582450626027e-07,1.000481794007346048e+00,5.174028230352115673e-07
5.839094415143172171e-07,1.000481658934338380e+00,5.145733385112765712e-07
5.848772247835718314e-07,1.000481625237719996e+00,5.126761926615528614e-07
5.858450080528264458e-07,1.000481628611267881e+00,5.113883536074504024e-07
5.868127913220810601e-07,1.000481629240015824e+00,5.106455017912022745e-07
5.877805745913356744e-07,1.000481629149328366e+00,5.110453623497243107e-07
5.887483578605902888e-07,1.000481629142034645e+00,5.123612708127419479e-07
5.897161411298449031e-07,1.000481629145840490e+00,5.150332204767527665e-07
5.906839243990995175e-07,1.000481628994248195e+00,5.187155349961231615e-07
5.916517076683541318e-07,1.000481629307109932e+00,5.242850308372514262e-07
5.926194909376087462e-07,1.000481635376618605e+00,5.315490422972950492e-07
5.935872742068633605e-07,1.000481605230269189e+00,5.401981559088583162e-07
5.945550574761179749e-07,1.000481410098480239e+00,5.506535688006717602e-07
5.955228407453725892e-07,1.000480477103012911e+00,5.615708849400620423e-07
5.964906240146272036e-07,1.000480553103229919e+00,5.729093551456043308e-07
5.974584072838818179e-07,1.000480558599653014e+00,5.833760605328823781e-07
5.984261905531364323e-07,1.000480556356753148e+00,5.939110812831376036e-07
5.993939738223910466e-07,1.000480556428475554e+00,6.028615350040144029e-07
6.003617570916456609e-07,1.000480556477939320e+00,6.100034047308087468e-07
6.013295403609004870e-07,1.000480556471195159e+00,6.150754030026726798e-07
6.022973236301551014e-07,1.000480556470779048e+00,6.173562769789467959e-07
6.032651068994097157e-07,1.000480556470334736e+00,6.179211315134338287e-07
6.042328901686643301e-07,1.000480556465291437e+00,6.157678018252791077e-07
6.052006734379189444e-07,1.000480556512535202e+00,6.126626144040221040e-07
6.061684567071735588e-07,1.000480556469954152e+00,6.064841469134217153e-07
6.071362399764281731e-07,1.000480554876055583e+00,5.993362303612578063e-07
6.081040232456827875e-07,1.000480564126894567e+00,5.912212583252656083e-07
6.090718065149374018e-07,1.000480574507937259e+00,5.820354632013750908e-07
6.100395897841920162e-07,1.000480092528108989e+00,5.729585774364686030e-07
6.110073730534466305e-07,1.000479437053314546e+00,5.637672037974801867e-07
6.119751563227012449e-07,1.000479478523855104e+00,5.543410396481411771e-07
6.129429395919558592e-07,1.000479485948555070e+00,5.455064986350118865e-07
6.139107228612104735e-07,1.000479483588116780e+00,5.371160952970870164e-07
6.148785061304650879e-07,1.000479483770400080e+00,5.289092715598855937e-07
6.158462893997197022e-07,1.000479483811309134e+00,5.209398405583570845e-07
6.168140726689743166e-07,1.000479483798867086e+00,5.138152688353763626e-07
6.177818559382289309e-07,1.000479483799786573e+00,5.071172394128277061e-07
6.187496392074835453e-07,1.000479483802717118e+00,5.008733683350313879e-07
6.197174224767381596e-07,1.000479483790243318e+00,4.955306998681973744e-07
6.206852057459927740e-07,1.000479483782573231e+00,4.901690993078385755e-07
6.216529890152473883e-07,1.000479484231843186e+00,4.851913784684995229e-07
6.226207722845022144e-07,1.000479481646584290e+00,4.803219180689075844e-07
6.235885555537568288e-07,1.000479485370127986e+00,4.753677461077383331e-07
6.245563388230114431e-07,1.000479543037880337e+00,4.706208406391830706e-07
6.255241220922660575e-07,1.000478887692634267e+00,4.656758839431552713e-07
6.264919053615206718e-07,1.000478373947836896e+00,4.605081794145714326e-07
6.274596886307752862e-07,1.000478406656519548e+00,4.550339052183675782e-07
6.284274719000299005e-07,1.000478413379250586e+00,4.493869227422836988e-07
6.293952551692845148e-07,1.000478410716884037e+00,4.438469465069062650e-07
6.303630384385391292e-07,1.000478411149057889e+00,4.383217467657624165e-07
6.313308217077937435e-07,1.000478411138714607e+00,4.325906305581521952e-07
6.322986049770483579e-07,1.000478411126277445e+00,4.273175057997146093e-07
6.332663882463029722e-07,1.000478411130107714e+00,4.218941089840686379e-07
6.342341715155575866e-07,1.000478411129259948e+00,4.156623148309010799e-07
6.352019547848122009e-07,1.000478411124716249e+00,4.095036510604693280e-07
6.361697380540668153e-07,1.000478411166282333e+00,4.028471952244687338e-07
6.371375213233214296e-07,1.000478410979878108e+00,3.965199992529963032e-07
6.381053045925760440e-07,1.000478411315496308e+00,3.900076652877241052e-07
6.390730878618306583e-07,1.000478413881688233e+00,3.833537142588449846e-07
6.400408711310852727e-07,1.000478386497810623e+00,3.766648586605724936e-07
6.410086544003398870e-07,1.000478525768032645e+00,3.699843306933783306e-07
6.419764376695945013e-07,1.000477459486703413e+00,3.638326131601363948e-07
6.429442209388491157e-07,1.000477350557058998e+00,3.580095829533866490e-07
6.439120042081039418e-07,1.000477330477846927e+00,3.525009438112784088e-07
6.448797874773585561e-07,1.000477340549137395e+00,3.472119401994300361e-07
6.458475707466131705e-07,1.000477338107148784e+00,3.420713554926092525e-07
6.468153540158677848e-07,1.000477338482682610e+00,3.367495797909631275e-07
6.477831372851223992e-07,1.000477338465268318e+00,3.316548853435458901e-07
6.487509205543770135e-07,1.000477338455582066e+00,3.271017682561147767e-07
6.497187038236316279e-07,1.000477338459706322e+00,3.226297441600781583e-07
6.506864870928862422e-07,1.000477338457824272e+00,3.178456757303945898e-07
6.516542703621408566e-07,1.000477338460341148e+00,3.137075184698352173e-07
6.526220536313954709e-07,1.000477338463915622e+00,3.092651372515939888e-07
6.535898369006500853e-07,1.000477338381378978e+00,3.046427586634308326e-07
6.545576201699046996e-07,1.000477338946659023e+00,2.999096529973519653e-07
6.555254034391593139e-07,1.000477336280990892e+00,2.952011878620053275e-07
6.564931867084139283e-07,1.000477345526888717e+00,2.907359273912560758e-07
6.574609699776685426e-07,1.000477328106303965e+00,2.859140563517355596e-07
6.584287532469231570e-07,1.000477260141561020e+00,2.815820548364405327e-07
6.593965365161777713e-07,1.000476160198999542e+00,2.771171546798733065e-07
6.603643197854323857e-07,1.000476296859103886e+00,2.729791699810235040e-07
6.613321030546870000e-07,1.000476258702100774e+00,2.686030035780588499e-07
6.622998863239416144e-07,1.000476267068562519e+00,2.646447015623412287e-07
6.632676695931962287e-07,1.000476265630204198e+00,2.603514835972341480e-07
6.642354528624510548e-07,1.000476265786777619e+00,2.558347558043895224e-07
6.652032361317056692e-07,1.000476265795612552e+00,2.509341275966295466e-07
6.661710194009602835e-07,1.000476265785042118e+00,2.462138399973725424e-07
6.671388026702148979e-07,1.000476265788831975e+00,2.409761705818296393e-07
6.681065859394695122e-07,1.000476265788031061e+00,2.362122521638005668e-07
6.690743692087241266e-07,1.000476265787285213e+00,2.313378534897731902e-07
6.700421524779787409e-07,1.000476265790470887e+00,2.264692689784662099e-07
6.710099357472333552e-07,1.000476265782936247e+00,2.217409630625030888e-07
6.719777190164879696e-07,1.000476265781421015e+00,2.172092399190843124e-07
6.729455022857425839e-07,1.000476265938014864e+00,2.127721328931169627e-07
6.739132855549971983e-07,1.000476264707491847e+00,2.084723819721522549e-07
6.748810688242518126e-07,1.000476271641823622e+00,2.044768646262329727e-07
6.758488520935064270e-07,1.000476238709803622e+00,2.004970845195130855e-07
6.768166353627610413e-07,1.000476379187139164e+00,1.965690256044551018e-07
6.777844186320156557e-07,1.000475534839436742e+00,1.926491785408083061e-07
6.787522019012702700e-07,1.000475135631859080e+00,1.892835262625697222e-07
6.797199851705248844e-07,1.000475202576215139e+00,1.858101716418782115e-07
